ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
1825;Tájékoztató Önkormányzati kártya rendszer kidolgozása, kialakítása és 5 éves üzemeltetése tárgyú eljárás eredményérõl;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;AQUA SOFT 2004. Szoftverfejlesztõ és Szolgáltató Korlátolt Felelõsségû Társaság;8000000;8000000;0.36;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13177_2011
1826;Tájékoztató Önkormányzati lap nyomdai elõállítása és szállítása tárgyában;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;KMH Print Kft.;14350000;14350000;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13178_2011
1833;Épülettakarítási szolgáltatás beszerzése - 1139 Budapest, Teve utca 1/a-c;Budapest Fõváros Kormányhivatala;ANDELLA Korlátolt Felelõsségû Társaság;1067935;1067935;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13213_2011
1836;"1023 Budapest II. ker. Bolyai u. 15. szám alatti (hrsz.: 13013), meglevõ óvoda kastélyépületének átalakítása, felújítása és korszerûsítése"(táj);Budapest Fõváros Ii. Kerületi Önkormányzat;ALOE ÉPÍTÕ Zártkörûen Mûködõ Részvénytársaság;144578027;144578027;0.39;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13229_2011
1838;"Épülettakarítási szolgáltatás beszerzése - 1051 Budapest, Sas u. 19.";Budapest Fõváros Kormányhivatala;JÁNOSIK ÉS TÁRSAI IPARI SZOLGÁLTATO ÉS KARBANTARTO KFT;204980;204980;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13232_2011
1873;MFB - Sikeres Magyarországért - Hitelszerzõdés;Budapest Fõváros VI. Kerület Terézváros Önkormányzata;ERSTE BANK HUNGARY Nyilvánosan Mûködõ Rt.;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8357_2011
1878;Budapest Fõváros Levéltára épületének napi takarítása, idõszakos nagytakarítása, udvartisztítás, parkgondozás vállalkozási szerzõdés keretében a dokumentációban részletezett igényeknek megfelelõen.;Budapest Fõváros Levéltára;KIPSZER Elektromos Szerelõ Zártkörûen Mûködõ Részvénytársaság;10320000;10320000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8546_2011
1896;Budapesti kerékpárforgalmi hálózat fejlesztése c. projektek I. ütemének kivitelezési munkái;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;85300000;85300000;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12796_2011
1897;Budapesti kerékpárforgalmi hálózat fejlesztése c. projektek I. ütemének kivitelezési munkái;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;43718000;43718000;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12796_2011
1898;Budapesti kerékpárforgalmi hálózat fejlesztése c. projektek I. ütemének kivitelezési munkái;Budapest Fõváros Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;67103620;67103620;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12796_2011
1943;Budapest Fõváros VII. kerület Erzsébetváros Önkormányzata részére 1 milliárd forint összegû folyószámla hitelkeret biztosítása;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12913_2011
1987;Különféle vizsgálatok elvégzéséhez szükséges reagensek beszerzése és a reagenseknek megfelelõ mérõmûszer bérlése (általános vizeletvizsgálat, vizelet üledékvizsgálat és alvadás esetében).(táj);Budapest Fõváros Ii. Kerületi Önkormányzat;DIAGNOSTICUM Gyártó és Forgalmazó Zártkörûen Mûködõ Részvénytársaság;18219540;18219540;0.40;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8344_2011
2015;Szilárd burkolatú utak, járdák, parkolók karbantartása;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12498_2011
2016;Szilárd burkolatú utak, járdák, parkolók karbantartása;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12498_2011
2026;VII. kerület, Dob u. 29. sz. épület felújításához kapcsolódó elektromos kiegészítõ munkák;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;LAKI Épületszobrász Zártkörûen Mûködõ Résztvénytársaság;4960912;4960912;0.54;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12530_2011
2088;Kazinczy utca (Dohány utca és Wesselényi utca közötti szakaszának) felújítása;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;Penta Kft;44637260;44637260;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12711_2011
2163;Budapest Fõváros XI. kerület Újbuda közigazgatási területén lévõ 70 játszótéren játszószer karbantartása - 2011.;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;KENÉZ JÁNOS;11512800;11512800;0.17;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7325_2011
2166;Budapest Fõváros XI. Kerület Újbuda területén kiemelt szintû parkfenntartás - 2011.;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;PANNON PARK PARKFENNTARTÓ ÉS PARKÉPITÕ KORLÁTOLT FELELÕSSÉGÛ  TÁRSASÁG;0;0;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7343_2011
2231;Konténerek beszerzése a Teleki téri ideiglenes piacra bérleti szerzõdés keretében - tájékoztató az eljárás eredményérõl;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;MOBILBOX KONTÉNER KERESKEDELMI KFT;213595;213595;0.35;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12060_2011
2232;Csoportos úszásoktatás szervezése gyermekeknek;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;GOLDEN WATER SZOLGÁLTATO KFT;20720000;20720000;0.37;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12061_2011
2239;Budapest Fõváros IV. Kerület Újpest Önkormányzata Intézményei számára 14 darab - a dokumentációban részletezett - játszóeszköz szállítása, telepítéssel együtt.;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;Játszókert Építõ, Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;17910190;17910190;0.23;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12072_2011
2261;Budapest VIII. kerület Tolnai Lajos utca 19. szám alatti meglévõ óvoda épület bontása és három csoportos bölcsõde kivitelezési munkái - tájékoztató az eljárás eredményérõl;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;Építõ-és épületkarbantartó Zártkörûen Mûködõ Részvénytársaság;264000000;264000000;0.51;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12153_2011
2262;Szállítási szerzõdés a Polgármesteri Hivatalban egységes integrált pénzügyi rendszer fejlesztésére, integrálására, üzembe helyezésére. - tájékoztató az eljárás eredményérõl;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;COMPUTREND 2000 FEJLESZTÖ, KERESKEDELMI ÉS SZOLGÁLTATO KFT;3500000;3500000;0.36;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12154_2011
2270;BKSZT COL3 tehermentesítõ gyûjtõcsatornák 2. eredmény;Budapest Fõváros Önkormányzata;STRABAG-MML Magas- és Mérnöki Létesítmény Építõ Korlátolt Felelõsségû Társaság;982299;982299;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12183_2011
2331;A Cafeteria-utalványok beszerzése 2011. évre tárgyú közbeszerzésie eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;LE CHÉQUE DÉJEUNER ÉTKEZÉSI UTALVÁNY GYÁRTO ÉS FORGALMAZO KFT;19171000;19171000;0.38;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11444_2011
2332;A Cafeteria-utalványok beszerzése 2011. évre tárgyú közbeszerzésie eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;LE CHÉQUE DÉJEUNER ÉTKEZÉSI UTALVÁNY GYÁRTO ÉS FORGALMAZO KFT;345280;345280;0.38;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11444_2011
2337;Étkezési utalványok beszerzése - Táj.elj.eredm.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;SODEXO PASS HUNGÁRIA Kft;16762897;16762897;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11483_2011
2373;Utalványok beszerzése 2011;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;SODEXO PASS HUNGÁRIA Kft;84911790;84911790;0.23;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11624_2011
2479;Eljárás eredményérõl szóló tájékoztató: Karbantartás 2011. (hirdetmény nélküli egyszerû eljárás;Budapest Fõváros XIII. Kerületi Önkormányzat Egyesített Óvoda;KOLFINE Építõipari Szolgálató Kereskedelmi és Vendéglátó Kft.;24000000;24000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11372_2011
2480;Eljárás eredményérõl szóló tájékoztató: Takarítás 2011. (hirdetmény nélküli egyszerû eljárás);Budapest Fõváros XIII.Kerületi Önkormányzat Gazdasági Ellátó Szervezet;CLEANINGTRADE Korlátolt Felelõsségû Társaság;9120000;9120000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11373_2011
2639;"XI. Bogdánfy utcai útfelújítás és kerékpársáv kialakítása c. projekt mûszaki ellenõr és lebonyolító feladatainak ellátása";Budapest Fõváros Önkormányzata;EUROUT Mérnöki Tanácsadó Szervezõ és Kereskedelmi Korlátolt Felelõsségû Társaság;787500;787500;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7005_2011
2699;Budapest XVI. Kerület Jókai Mór Általános Iskola homlokzat felújítás 2. ütem;Budapest Fõváros XVI.Kerület Önkormányzat;SOLYSZOLG TERMELÖ, KERESKEDELMI ÉS SZOLGÁLTATO KFT;61953598;61953598;0.20;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10868_2011
2864;Káptalanfüredi Gyermektábor sportpálya átalakítása és felújítása - tájékoztató az eljárás eredményérõl;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;ECHO SPORT Építõipari Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;15954960;15954960;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10628_2011
2917;Tájékoztató az eljárás eredményérõl - Budapest Fõváros XVII. kerület Rákosmente Önkormányzata Polgármesteri Hivatala hivatali helyiségeinek rendszeres takarítása - 2011.;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;LIGETSOR-BAU Korlátolt Felelõsségû Társaság;13300000;13300000;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10255_2011
2978;Az Önkormányzat tulajdonát képezõ épületek, lakások és nem lakás céljára szolgáló helyiségekben végzendõ felújítási és karbantartási (építõipari, épületgépészeti és villanyszerelési) munkák - 2011. tájékoztató az;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;BUDA-HOLD VÁLLALKOZÁS SZERVEZÉSI ÉS SZOLGÁLTATO KFT;44900000;44900000;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10122_2011
3097;Forgalomtechnikai eszközök felújítása 2010;Budapest Fõváros Önkormányzata;Siemens termelõ, szolgáltató és kereskedelmi zártkörüen mûködõ részvénytársaság;11800000;11800000;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9921_2011
3098;Forgalomtechnikai eszközök felújítása 2010;Budapest Fõváros Önkormányzata;Siemens termelõ, szolgáltató és kereskedelmi zártkörüen mûködõ részvénytársaság;22896996;22896996;0.16;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9921_2011
3115;Ifjúsági-tábori fõzõkonyha mûködtetés/2;Belváros-Lipótváros Városüzemeltetõ Korlátolt Felelõsségû Társaság;VIKING Szolgáltató és Vendéglátó Korlátolt Felelõsségü Társaság;15205600;15205600;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9969_2011
3116;Ifjúsági-tábori fõzõkonyha mûködtetés/2;Belváros-Lipótváros Városüzemeltetõ Korlátolt Felelõsségû Társaság;VIKING Szolgáltató és Vendéglátó Korlátolt Felelõsségü Társaság;9128000;9128000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9969_2011
3127;Étkezési utalványok beszerzése;Budapest Fõváros XV. Kerületi Önkormányzat Egészségügyi Intézménye;LE CHÉQUE DÉJEUNER ÉTKEZÉSI UTALVÁNY GYÁRTO ÉS FORGALMAZO KFT;46754400;46754400;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9988_2011
3445;"Hivatali épület részleges felújítása" tájékoztató eljárás eredményérõl;Budapest Fõváros Kormányhivatala;LIGETSOR-BAU Korlátolt Felelõsségû Társaság;63209689;63209689;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9412_2011
3480;Budapest XVI. kerületi bölcsõdébe konyhatechnológiai berendezések beszerzése - eredmény;Budapest Fõváros XVI.Kerület Önkormányzat;AGRIKON-ALFA IPARI ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;8885000;8885000;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8795_2011
3548;GAMESZ - Szállítási szerzõdés kozmetikai termékek beszerzésére vonatkozóan Budapest Fõváros XI. Kerület Újbuda Önkormányzatának intézményei részére - Tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Gazdasági Mûszaki Ellátó Szolgálat;Trend-Papír Kft.;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9132_2011
3734;Sportszerek és egyéb eszközök beszerzése - Táj.elj.eredm.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;GOLD BLOND Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;11850502;11850502;0.17;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8710_2011
3758;Csapadékcsatorna tervezés;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;MÉLY-TERV Vízi és Energiaközmû Tervezõ Kft.;11500000;11500000;0.23;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8085_2011
3780;JVÖ-Parkfenntartás-tájékoztató;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;ZÖFE Zöldterület-fenntartó és Fejlesztõ Korlátolt Felelõsségû Társaság;35908458;35908458;0.33;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8207_2011
3826;Kémények helyreállítási munkái- keretmegállapodás negyedéves eredmény tájékoztató;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;KÉMÉNYSZERVÍZ 1989 KERESKEDELMI ÉS TÜZELÉSTECHNIKAI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;5361564;5361564;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8397_2011
3827;Kémények helyreállítási munkái- keretmegállapodás negyedéves eredmény tájékoztató;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;KÉMÉNYSZERVÍZ 1989 KERESKEDELMI ÉS TÜZELÉSTECHNIKAI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;2035036;2035036;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8397_2011
3828;Kémények helyreállítási munkái- keretmegállapodás negyedéves eredmény tájékoztató;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;KÉMÉNYSZERVÍZ 1989 KERESKEDELMI ÉS TÜZELÉSTECHNIKAI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;936426;936426;0.24;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8397_2011
3835;JVÖ-EUB-építõanyag beszerzés-tájékoztató;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;45106457;45106457;0.35;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8427_2011
3860;XIII. kerületi helyszíneken WIFI hot-spotok kialakítása - tájékoztatás eljárás eredményérõl;Budapest Fõváros XIII. Kerületi Önkormányzat;T-Systems Magyarország Zrt.;0;0;0.18;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5426_2011
3894;Siófok-Sóstói gyermektáborban közétkeztetés biztosítása;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;S-FOOD Gastronomy Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;18810000;18810000;0.23;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7686_2011
3900;Galéria részleges felújítás;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;PÉHL Építõipari Kft.;10997779;10997779;0.23;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7716_2011
3951;JVÖ-digitális röntgen tüdõszûrõ berendezés-tájékoztató;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;MEDIMAT Kereskedelmi és Szolgáltató Kft.;24490000;24490000;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7968_2011
3955;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;T-INVEST '91 Fõvállalkozó, Építõipari és Kivitelezõ Korlátolt Felelõsségû Társaság;2911780;2911780;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3956;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;2310836;2310836;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3957;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;761663;761663;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3958;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;2467468;2467468;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3959;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;RENOVIT ÉPITÖIPARI KFT;6005861;6005861;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3960;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;NagyA - Build Építõipari és Kivitelezõ Betéti Társaság;9341276;9341276;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
3961;Tájékoztó az eljárás eredményérõl - JVÖ - MNP II. felújítása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat;DIAMOND GENERAL-ÉP KIVITELEZÕ ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;34910472;34910472;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7990_2011
4050;Az Irodaszer beszerzés 2001. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;ÁBP ÁPISZ-BudaPiért Kereskedelmi Zártkörûen Mûködõ Részvénytársaság;5277000;5277000;0.21;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7584_2011
